Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.553896427,0.1072743,-0.119377,-0.09139025,0.4164829,-0.04683682,0.9137589,-22.02479,6.592311,-63.20399,1008.885
0.558826447,0.04605031,-0.2393542,-0.09139025,0.4145484,-0.04638286,0.9194945,-22.02479,6.592311,-63.20399,1008.885
0.563755989,0.1072743,0.0006001405,-0.09139025,0.4164472,-0.04199657,0.9128602,-22.02479,6.592311,-63.20399,1008.885
0.568686962,-0.07639774,-0.119377,-0.09139025,0.4159718,-0.0424934,0.916196,-22.02479,6.592311,-63.20399,1008.885
0.573616982,-0.01517372,-0.1793656,-0.152313,0.419871,-0.04392323,0.917604,-22.02479,6.592311,-63.20399,1008.885
0.578546524,-0.07639774,-0.1793656,0.09137797,0.4150081,-0.04490582,0.9118749,-22.02479,6.592311,-63.20399,1008.883
0.583477497,-0.07639774,0.0006001405,0.03045522,0.4125775,-0.04396142,0.9142766,-21.35209,6.592406,-63.59325,1008.883
0.588407517,0.3521704,-0.119377,-0.09139025,0.4188989,-0.04440773,0.9156913,-21.35209,6.592406,-63.59325,1008.883
0.593337059,-0.1988458,0.0006001405,-0.152313,0.4193632,-0.04245825,0.9118949,-21.35209,6.592406,-63.59325,1008.883
0.598268032,0.1072743,0.06058872,-0.03046751,0.4188909,-0.04439643,0.9118735,-21.35209,6.592406,-63.59325,1008.883
0.603197575,0.1072743,-0.2393542,-0.03046751,0.4169564,-0.04394246,0.9176092,-21.35209,6.592406,-63.59325,1008.883
0.608127594,-0.07639774,-0.1793656,0.03045522,0.4174766,-0.0497357,0.9146781,-21.35209,6.592406,-63.59325,1008.883
0.613054276,-0.01517372,-0.2393542,-0.09139025,0.4169963,-0.05166258,0.910839,-21.35209,6.592406,-63.59325,1008.883
0.617984295,-0.01517372,-0.119377,0.03045522,0.421308,-0.04340585,0.9094942,-21.35209,6.592406,-63.59325,1008.883
0.622915745,0.04605031,-0.05938844,-0.03046751,0.4198531,-0.0438978,0.9090141,-21.35209,6.592406,-63.59325,1008.883
0.627844334,0.04605031,-0.119377,-0.03046751,0.4154915,-0.04442028,0.9123569,-21.35209,6.592406,-63.59325,1008.883
0.632774830,0.04605031,-0.05938844,-0.09139025,0.4116209,-0.04398903,0.9214365,-21.71858,6.215197,-63.58191,1008.883
0.637704849,0.04605031,-0.1793656,-0.152313,0.4101474,-0.04110183,0.9233815,-21.71858,6.215197,-63.58191,1008.883
0.642634869,0.04605031,-0.2393542,-0.09139025,0.4135144,-0.03911617,0.9138534,-21.71858,6.215197,-63.58191,1008.883
0.650035381,-0.01517372,-0.3593313,0.09137797,0.412582,-0.04205188,0.9228887,-21.71858,6.215197,-63.58191,1008.883
0.654960632,-0.1376218,-0.2393542,0.03045522,0.4144839,-0.03910693,0.9128972,-21.71858,6.215197,-63.58191,1008.883
0.659890652,-0.01517372,-0.4193199,0.03045522,0.4159795,-0.0434623,0.9166621,-21.71858,6.215197,-63.58191,1008.886
0.664820671,-0.1376218,-0.2993428,0.03045522,0.4193968,-0.04729569,0.9118391,-21.71858,6.215197,-63.58191,1008.886
0.669751167,-0.07639774,-0.2993428,-0.03046751,0.4232556,-0.04531529,0.9051735,-21.71858,6.215197,-63.58191,1008.886
0.674681187,-0.07639774,-0.3593313,-0.03046751,0.4189299,-0.04972043,0.9127666,-21.71858,6.215197,-63.58191,1008.886
0.679611206,-0.1988458,-0.2393542,0.03045522,0.4174356,-0.04440887,0.9128306,-21.71858,6.215197,-63.58191,1008.886
0.684541702,-0.07639774,-0.4793085,-0.03046751,0.4174403,-0.04537353,0.9118649,-21.71858,6.215197,-63.58191,1008.886
0.689471722,-0.1376218,-0.4193199,0.03045522,0.4140269,-0.04394051,0.9104562,-21.71858,6.215197,-63.58191,1008.886
0.694401741,-0.1376218,-0.2993428,0.1523007,0.4198647,-0.04343525,0.9161778,-21.71858,6.215197,-63.58191,1008.886
0.699332237,-0.1376218,-0.3593313,0.03045522,0.4189246,-0.04923386,0.9118177,-21.71858,6.215197,-63.58191,1008.886
0.704262257,-0.1376218,-0.2393542,-0.09139025,0.4198469,-0.04484693,0.9027991,-21.71858,6.215197,-63.58191,1008.886
0.709192276,-0.01517372,-0.1793656,0.03045522,0.4194052,-0.04778649,0.9142197,-21.71858,6.215197,-63.58191,1008.886
0.714122296,-0.2600698,-0.2393542,-0.09139025,0.4159652,-0.04296303,0.9114183,-21.71858,6.215197,-63.58191,1008.886
0.719052792,-0.1376218,-0.1793656,-0.152313,0.4111484,-0.0468848,0.9180635,-21.71858,6.215197,-63.58191,1008.886
0.723982811,-0.2600698,-0.4193199,0.09137797,0.4096466,-0.03964674,0.9210131,-21.71858,6.215197,-63.58191,1008.886
0.728912354,-0.1376218,-0.3593313,0.1523007,0.4086544,-0.03866589,0.914345,-20.98151,6.593175,-63.66304,1008.886
0.733843327,-0.1376218,-0.6592742,0.03045522,0.4183935,-0.04103038,0.91764,-20.98151,6.593175,-63.66304,1008.886
0.738773346,-0.2600698,-0.5992857,0.03045522,0.4184208,-0.04537984,0.9161581,-20.98151,6.593175,-63.66304,1008.886
0.743706227,-0.1988458,-0.539297,0.09137797,0.4193774,-0.04535224,0.9089983,-20.98151,6.593175,-63.66304,1008.886
0.748633862,-0.1376218,-0.4193199,-0.03046751,0.422292,-0.045333,0.908993,-20.98151,6.593175,-63.66304,1008.886
0.753563881,-0.1376218,-0.539297,0.1523007,0.4213028,-0.04435639,0.9037565,-20.98151,6.593175,-63.66304,1008.886
0.758493423,-0.2600698,-0.4793085,0.09137797,0.4193523,-0.04004801,0.9147862,-20.98151,6.593175,-63.66304,1008.886
0.763424396,-0.07639774,-0.6592742,0.2132234,0.4154438,-0.03812597,0.9105206,-20.98151,6.593175,-63.66304,1008.886
0.768354416,-0.2600698,-0.7192628,0.09137797,0.417437,-0.04488979,0.9118705,-20.98151,6.593175,-63.66304,1008.886
0.773283958,-0.2600698,-0.4793085,0.03045522,0.4194147,-0.04971581,0.9122885,-20.98151,6.593175,-63.66304,1008.886
0.778214931,-0.1988458,-0.4193199,0.2132234,0.4213248,-0.04582457,0.9094663,-21.36506,7.344341,-63.6645,1008.886
0.783144951,-0.1376218,-0.4793085,0.03045522,0.415978,-0.04537609,0.9094816,-21.36506,7.344341,-63.6645,1008.886
0.788074493,-0.1376218,-0.3593313,0.09137797,0.4188825,-0.04390562,0.909493,-21.36506,7.344341,-63.6645,1008.886
0.793009281,-0.1988458,-0.539297,-0.2741585,0.4178912,-0.04148908,0.908091,-21.36506,7.344341,-63.6645,1008.886
0.797935009,-0.1376218,-0.4793085,0.09137797,0.4130739,-0.04349425,0.9209623,-21.36506,7.344341,-63.6645,1008.886
0.802865028,-0.1988458,-0.6592742,0.1523007,0.4149918,-0.04057191,0.9186062,-21.36506,7.344341,-63.6645,1008.886
0.807795048,-0.07639774,-0.6592742,0.03045522,0.410145,-0.04301421,0.9157237,-21.36506,7.344341,-63.6645,1008.886
0.812721729,-0.2600698,-0.6592742,0.1523007,0.409169,-0.04493016,0.9071133,-21.36506,7.344341,-63.6645,1008.886
0.817651749,-0.1376218,-0.7792514,0.2132234,0.4150035,-0.04537826,0.9080517,-21.36506,7.344341,-63.6645,1008.886
0.822582245,-0.1376218,-0.7192628,-0.09139025,0.4174357,-0.04584598,0.9080417,-21.36506,7.344341,-63.6645,1008.886
0.829977035,-0.1988458,-0.6592742,0.09137797,0.4164442,-0.04199233,0.9114286,-22.03048,6.968436,-63.20826,1008.886
0.834907532,-0.1988458,-0.83924,0.03045522,0.4198681,-0.04535609,0.9113834,-22.03048,6.968436,-63.20826,1008.886
