Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.903929710,0.7927645,0.493334,-0.3406675,-0.4326499,0.8614274,0.2412515,0.4150263,-0.04483069,0.9016194
0.908859730,0.7927743,0.4932729,-0.3407326,-0.4325723,0.8614612,0.2412684,0.4150881,-0.04484485,0.9015902
0.913790226,0.7927361,0.4933155,-0.3407606,-0.432601,0.8614373,0.2413035,0.4151317,-0.04484159,0.9015704
0.918720245,0.7926839,0.4933773,-0.3407928,-0.4326506,0.8614028,0.2413379,0.41518,-0.04482552,0.9015491
0.923649788,0.7926946,0.4933185,-0.3408543,-0.4325761,0.8614361,0.2413538,0.4152382,-0.04483949,0.9015222
0.928580761,0.7927451,0.4931855,-0.340929,-0.4324362,0.8615113,0.2413349,0.4152871,-0.04485203,0.9014991
0.933510780,0.7928349,0.4929619,-0.3410417,-0.4322031,0.8616372,0.2413004,0.4153569,-0.04487716,0.9014655
0.938440323,0.7929323,0.4927277,-0.3411523,-0.4319656,0.8617696,0.2412505,0.4154169,-0.04489424,0.901437
0.943371296,0.7930411,0.4924843,-0.3412506,-0.4317168,0.8619068,0.2412048,0.4154676,-0.04492664,0.9014124
0.948301315,0.7931188,0.4922867,-0.3413542,-0.4315121,0.8620183,0.241171,0.4155312,-0.04494365,0.9013823
0.953230858,0.7931782,0.4921296,-0.3414415,-0.4313555,0.8621075,0.24113,0.4155794,-0.0449411,0.90136
0.958161831,0.7932561,0.4919353,-0.3415409,-0.4311603,0.8622181,0.2410837,0.4156336,-0.0449468,0.9013353
0.963091850,0.7933351,0.4917553,-0.341615,-0.4309827,0.8623196,0.2410358,0.4156657,-0.04495648,0.9013197
0.968021393,0.7933638,0.4916809,-0.3416549,-0.4309107,0.862362,0.2410118,0.4156851,-0.04495165,0.901311
0.972952366,0.7932321,0.4918803,-0.341675,-0.4310987,0.8622517,0.2410719,0.4157427,-0.04489471,0.9012874
0.977882385,0.7930766,0.492057,-0.3417828,-0.4312442,0.8621544,0.2411606,0.4158894,-0.04483144,0.9012229
0.985277653,0.793082,0.4918876,-0.3420143,-0.4310158,0.862249,0.2412297,0.416116,-0.04486619,0.9011171
0.990207195,0.7931718,0.4916646,-0.3421264,-0.4307696,0.8623732,0.241225,0.4161997,-0.04492012,0.9010763
0.995138168,0.7932302,0.4915221,-0.3421945,-0.4306086,0.8624514,0.2412302,0.4162538,-0.04496435,0.9010488
1.000067711,0.7931308,0.4916895,-0.3421856,-0.4307595,0.8623574,0.2412988,0.4162882,-0.04494716,0.9010339
1.004997730,0.7929267,0.4920263,-0.3421759,-0.4310877,0.8621705,0.2413821,0.4163384,-0.0448558,0.9010151
1.009928703,0.7927613,0.4922744,-0.3422034,-0.4313158,0.8620324,0.2414693,0.416418,-0.04479525,0.9009813
1.014859200,0.7926958,0.4923333,-0.3422719,-0.4313445,0.8619992,0.241538,0.4165142,-0.04479474,0.9009373
1.019784451,0.792757,0.4921625,-0.3423747,-0.4311447,0.8620934,0.2415565,0.4166037,-0.04484846,0.9008933
1.024714470,0.7928572,0.4919087,-0.3425067,-0.4308696,0.8622353,0.2415392,0.416697,-0.04489634,0.900848
1.029644966,0.7928975,0.4917628,-0.3426232,-0.4307083,0.8623181,0.2415317,0.4167874,-0.04490517,0.9008062
1.034574986,0.7928368,0.4918126,-0.3426916,-0.4307489,0.8622915,0.2415529,0.4168604,-0.04486396,0.9007741
1.039505005,0.7927173,0.4919645,-0.3427529,-0.430887,0.862209,0.2416043,0.4169472,-0.04480195,0.9007378
1.044435501,0.7926317,0.4920647,-0.3428064,-0.430974,0.8621536,0.2416457,0.4170195,-0.04476129,0.9007059
1.049365520,0.7925862,0.4920762,-0.3428959,-0.4309639,0.862148,0.2416842,0.4171171,-0.04474577,0.9006618
