Time (s),W,X,Y,Z
1.175070286,-0.625389,0.3362688,0.5850679,0.3874729
1.180146217,-0.6253093,0.3362043,0.5851519,0.3875303
1.185222149,-0.625227,0.3361392,0.5852401,0.3875867
1.190298080,-0.6251477,0.3360645,0.5853245,0.3876518
1.195374012,-0.6250747,0.3359931,0.5854105,0.3877015
1.200449944,-0.6250007,0.3359174,0.5854954,0.3877582
1.205525875,-0.6249257,0.3358399,0.5855833,0.3878133
1.210601330,-0.624849,0.3357568,0.5856773,0.3878673
1.215677261,-0.6247726,0.335675,0.5857717,0.3879183
1.220753193,-0.6247011,0.3355907,0.5858651,0.3879654
1.225829125,-0.6246358,0.335498,0.5859577,0.388011
1.230905056,-0.6245664,0.3354093,0.5860474,0.3880638
1.235980988,-0.624496,0.3353224,0.5861371,0.3881166
1.241056919,-0.6244306,0.3352422,0.5862238,0.3881601
1.246132851,-0.6243616,0.3351653,0.5863062,0.3882133
1.251208782,-0.6242968,0.3350889,0.5863881,0.3882596
1.256284237,-0.6242257,0.3350233,0.58647,0.3883072
1.261360169,-0.6241528,0.33496,0.5865514,0.3883555
1.266436100,-0.6240862,0.3349042,0.5866224,0.3884036
1.271513939,-0.6240273,0.3348419,0.5866858,0.3884563
1.276587963,-0.6239759,0.3347778,0.5867439,0.3885063
1.281663895,-0.6239313,0.3347169,0.5867959,0.3885519
1.286739826,-0.623888,0.3346592,0.5868445,0.3885978
1.291815758,-0.6238497,0.3346072,0.5868856,0.3886419
1.296891689,-0.6238236,0.334547,0.5869185,0.3886859
1.301967621,-0.6238037,0.334491,0.5869447,0.3887264
1.307043552,-0.6237863,0.3344401,0.5869675,0.388764
1.312119007,-0.6237804,0.3343909,0.5869777,0.3888001
1.317200184,-0.6237806,0.334339,0.5869864,0.3888313
1.322270870,-0.6237891,0.3342881,0.5869893,0.3888571
1.327346802,-0.6237988,0.334246,0.586989,0.3888779
1.332422733,-0.6238156,0.3342016,0.5869864,0.3888931
1.337502003,-0.6238456,0.334158,0.5869703,0.3889067
1.340036869,-0.623862,0.3341331,0.5869623,0.388914
1.345112801,-0.6239003,0.3340869,0.5869426,0.3889222
1.350188732,-0.623947,0.3340487,0.586915,0.3889219
1.355264664,-0.6239974,0.3340174,0.5868759,0.3889264
1.360340595,-0.6240491,0.3339927,0.5868393,0.3889202
1.365416050,-0.6241038,0.3339736,0.5867974,0.3889122
1.370491982,-0.6241595,0.3339585,0.5867556,0.3888989
1.375567913,-0.6242209,0.3339474,0.5867129,0.3888742
1.380643845,-0.624285,0.3339427,0.5866655,0.388847
1.385719776,-0.6243528,0.3339416,0.5866183,0.3888101
1.390795708,-0.624423,0.3339422,0.5865707,0.3887687
1.395871639,-0.6245024,0.3339477,0.5865155,0.3887199
1.400947571,-0.6245838,0.3339546,0.5864568,0.3886714
1.406023026,-0.6246638,0.3339627,0.5864,0.3886217
1.411101818,-0.6247479,0.3339691,0.5863396,0.3885723
1.416174889,-0.6248308,0.3339804,0.5862753,0.3885263
1.421250820,-0.6249188,0.3339916,0.5862033,0.3884837
1.426326752,-0.6250001,0.3340109,0.5861358,0.3884381
1.431402683,-0.6250783,0.3340375,0.5860697,0.3883889
1.436478615,-0.6251549,0.3340676,0.5860068,0.3883349
1.441555023,-0.6252218,0.3340971,0.585951,0.3882858
1.446630955,-0.6252859,0.3341338,0.5858957,0.3882347
1.451711178,-0.6253451,0.3341698,0.5858465,0.3881826
1.456782818,-0.6254005,0.3342067,0.5858014,0.3881294
1.461857796,-0.625451,0.3342357,0.5857626,0.3880817
1.466933727,-0.6254935,0.3342595,0.5857397,0.3880273
1.472010136,-0.6255307,0.3342845,0.5857183,0.3879781
1.477086067,-0.6255572,0.3343149,0.5857036,0.3879313
1.482161999,-0.6255746,0.3343336,0.5857015,0.3878902
1.487237930,-0.6255794,0.3343554,0.5857071,0.3878555
1.492313862,-0.6255726,0.33438,0.58572,0.3878257
1.497389794,-0.6255547,0.3344051,0.5857409,0.3878012
1.499927521,-0.6255394,0.3344192,0.5857542,0.3877938
1.505003929,-0.625502,0.3344441,0.585788,0.3877816
1.510079861,-0.6254657,0.334465,0.5858194,0.3877747
1.515154839,-0.6254131,0.3344877,0.5858623,0.387775
1.520230770,-0.6253577,0.3345098,0.5859073,0.3877776
1.525306702,-0.6252946,0.3345255,0.585955,0.3877935
1.530382633,-0.6252238,0.3345396,0.5860089,0.3878139
1.535459042,-0.6251516,0.3345503,0.5860623,0.3878404
1.540536881,-0.6250733,0.3345558,0.5861179,0.387878
1.545610905,-0.6249945,0.3345528,0.5861747,0.3879217
1.550686836,-0.6249111,0.3345445,0.5862362,0.38797
1.555762768,-0.6248243,0.3345453,0.5862936,0.3880227
1.560838699,-0.6247349,0.334541,0.5863544,0.3880782
1.565914154,-0.6246406,0.334538,0.5864197,0.388134
1.570990086,-0.6245458,0.3345323,0.5864865,0.3881907
1.576066017,-0.6244503,0.3345298,0.5865541,0.3882445
1.581141949,-0.6243535,0.3345286,0.5866188,0.3883032
1.586217880,-0.6242537,0.3345312,0.586687,0.3883583
1.591293812,-0.6241559,0.3345282,0.5867518,0.3884204
1.596369743,-0.6240587,0.3345245,0.58682,0.3884766
1.601445675,-0.6239682,0.3345183,0.5868819,0.3885339
1.606521607,-0.6238838,0.3345104,0.586937,0.388593
1.611597538,-0.623805,0.3344992,0.5869826,0.38866
1.616672993,-0.6237386,0.3344834,0.587019,0.3887253
1.621748924,-0.6236695,0.334474,0.5870553,0.3887895
1.626824856,-0.6236107,0.3344644,0.5870772,0.388859
1.631900788,-0.6235606,0.334448,0.5870998,0.3889192
1.636976719,-0.6235138,0.3344348,0.5871159,0.3889813
1.642052651,-0.623473,0.3344246,0.5871276,0.3890378
1.647128582,-0.6234389,0.3344152,0.587131,0.3890953
1.652204514,-0.6234052,0.3344108,0.5871332,0.3891499
1.657280445,-0.6233737,0.3344102,0.5871331,0.3892012
1.662355900,-0.6233491,0.3344072,0.5871296,0.3892484
1.667431832,-0.6233221,0.3344118,0.5871258,0.3892933
1.669970036,-0.6233114,0.3344172,0.5871221,0.3893116
1.675045967,-0.6232894,0.3344332,0.587109,0.3893525
1.680121899,-0.623263,0.3344544,0.5871043,0.3893838
1.685197830,-0.6232433,0.3344848,0.5870947,0.3894038
1.690277100,-0.6232221,0.3345165,0.5870888,0.3894193
1.695349693,-0.6232014,0.3345565,0.5870807,0.3894303
1.700425625,-0.6231842,0.3345933,0.5870759,0.3894332
1.705501557,-0.6231703,0.3346369,0.5870743,0.3894204
1.710577488,-0.6231574,0.3346939,0.58707,0.3893986
1.715652943,-0.6231424,0.3347439,0.587072,0.3893769
1.720728874,-0.6231282,0.3347943,0.587074,0.389353
1.725804806,-0.6231211,0.3348462,0.5870746,0.3893186
1.730880737,-0.6231112,0.3348904,0.5870814,0.3892864
1.735956669,-0.6231044,0.3349366,0.5870847,0.3892524
1.741032601,-0.6230916,0.3349926,0.5870867,0.389222
1.746108532,-0.6230803,0.3350428,0.5870919,0.389189
1.751184464,-0.6230758,0.3350801,0.5870882,0.3891697
1.756260395,-0.6230664,0.3351163,0.5870876,0.3891543
1.761336327,-0.623046,0.3351638,0.5870911,0.389141
1.766414642,-0.6230201,0.335211,0.5870972,0.3891323
1.771487713,-0.6229994,0.3352512,0.5870997,0.3891273
1.776568890,-0.6229698,0.3352914,0.5871075,0.3891282
1.781639576,-0.6229395,0.3353274,0.5871171,0.3891314
1.786715507,-0.6229103,0.3353575,0.5871262,0.3891385
1.791791439,-0.6228829,0.3353737,0.5871411,0.3891456
1.796872139,-0.6228557,0.3353867,0.5871591,0.3891511
1.801943779,-0.6228344,0.3353885,0.5871701,0.389167
1.807019710,-0.6228113,0.3353913,0.587182,0.3891833
1.812094688,-0.6227909,0.3353891,0.5871897,0.3892062
1.817170620,-0.6227682,0.335383,0.5871968,0.3892374
1.822246551,-0.6227444,0.3353716,0.5872088,0.3892669
1.827328205,-0.6227221,0.3353587,0.587216,0.3893026
1.832398891,-0.622699,0.3353466,0.5872286,0.3893314
1.837474823,-0.6226678,0.3353416,0.5872396,0.3893691
1.840012550,-0.6226481,0.3353387,0.5872484,0.3893897
1.845088482,-0.6226183,0.3353393,0.5872496,0.3894351
1.850164413,-0.6225883,0.3353397,0.5872477,0.3894855
1.855240345,-0.622555,0.3353482,0.5872498,0.3895281
1.860316277,-0.6225168,0.3353684,0.5872504,0.389571
1.865392208,-0.6224774,0.3353924,0.5872492,0.3896151
1.870467663,-0.6224439,0.3354044,0.5872483,0.3896593
1.875543594,-0.6224105,0.3354093,0.5872506,0.3897053
1.880619526,-0.622376,0.3354217,0.587253,0.389746
1.885695457,-0.6223463,0.3354223,0.5872551,0.3897897
1.890771389,-0.6223127,0.3354227,0.5872626,0.389832
1.895847321,-0.6222836,0.3354249,0.5872683,0.389868
1.900923729,-0.6222565,0.3354297,0.587276,0.3898951
1.905999660,-0.622237,0.3354337,0.5872725,0.3899282
1.911075592,-0.6222152,0.3354234,0.5872762,0.3899663
1.916151524,-0.622202,0.3354097,0.5872746,0.3900016
1.921226501,-0.6221881,0.3354025,0.5872707,0.3900357
1.926308155,-0.6221763,0.3353989,0.5872647,0.3900664
1.931378841,-0.6221631,0.3353874,0.5872537,0.390114
1.936454773,-0.6221569,0.3353701,0.5872414,0.3901578
1.941530704,-0.6221499,0.3353593,0.5872267,0.3902002
1.946608543,-0.6221483,0.3353463,0.5872072,0.3902433
1.951682568,-0.6221439,0.3353349,0.5871909,0.3902848
1.956758499,-0.6221412,0.3353131,0.5871774,0.3903279
1.961834431,-0.6221295,0.3352991,0.5871667,0.3903746
1.966910362,-0.6221231,0.3352795,0.587152,0.3904236
1.971985817,-0.6221187,0.335261,0.58713,0.3904795
1.977061748,-0.6221185,0.3352373,0.5871044,0.390539
1.982137680,-0.6221152,0.3352057,0.5870839,0.3906023
1.987213612,-0.6221092,0.335177,0.5870663,0.3906628
1.992289543,-0.6221021,0.3351476,0.5870562,0.3907143
1.997365475,-0.6220927,0.3351225,0.5870479,0.3907634
2.002441406,-0.6220813,0.3350869,0.5870487,0.390811
2.004979610,-0.622076,0.3350682,0.5870495,0.3908339
2.010055542,-0.6220647,0.3350199,0.5870572,0.3908819
2.015131474,-0.6220569,0.3349752,0.5870622,0.3909253
2.020206451,-0.6220472,0.3349199,0.5870677,0.3909797
2.025282860,-0.6220323,0.3348774,0.5870751,0.3910286
2.030358791,-0.6220148,0.3348342,0.5870855,0.3910781
2.035434723,-0.621994,0.3347913,0.5871004,0.3911256
2.040510654,-0.6219704,0.3347521,0.5871111,0.3911807
2.045590401,-0.6219466,0.3347083,0.587127,0.391232
2.050662518,-0.6219253,0.3346616,0.5871486,0.3912734
2.055738449,-0.6219067,0.3346213,0.5871665,0.3913105
2.060817242,-0.6218861,0.3345832,0.5871897,0.3913408
2.065890312,-0.621862,0.334552,0.5872183,0.391363
2.070965767,-0.6218373,0.3345193,0.5872452,0.3913897
2.076045513,-0.6218154,0.3344803,0.5872722,0.3914176
2.081117630,-0.6217978,0.3344453,0.5872966,0.3914387
2.086193562,-0.6217766,0.3344127,0.5873238,0.3914591
2.091269493,-0.6217514,0.3343773,0.5873513,0.3914883
2.096348763,-0.6217229,0.3343443,0.5873835,0.3915136
2.101421356,-0.6216906,0.3343123,0.5874197,0.3915377
2.106497288,-0.6216626,0.3342773,0.5874556,0.3915584
2.111573219,-0.6216335,0.3342394,0.5874891,0.3915865
2.116649151,-0.6216029,0.3342004,0.5875223,0.3916188
2.121724606,-0.621569,0.3341708,0.5875571,0.3916455
2.126800537,-0.6215345,0.3341384,0.5875926,0.3916746
2.131876469,-0.6214944,0.334107,0.5876353,0.3917011
2.136952400,-0.6214545,0.3340767,0.5876757,0.3917296
2.142028332,-0.6214224,0.3340402,0.5877104,0.3917595
2.147104263,-0.6213875,0.3340133,0.5877392,0.3917948
2.152180195,-0.6213552,0.3339836,0.5877679,0.3918279
2.157256126,-0.6213344,0.3339568,0.5877876,0.391854
2.162332535,-0.621318,0.3339251,0.5878088,0.3918755
2.167408466,-0.6213097,0.3338894,0.5878284,0.3918897
2.169947147,-0.6213093,0.3338661,0.5878375,0.3918965
2.175021648,-0.6213142,0.3338141,0.5878655,0.3918913
2.180097580,-0.6213269,0.3337522,0.5878906,0.3918858
2.185173512,-0.6213521,0.3336781,0.5879187,0.3918668
2.190249443,-0.621374,0.3336074,0.5879444,0.3918541
2.195325375,-0.6214013,0.3335265,0.5879646,0.3918495
2.200404167,-0.6214233,0.3334431,0.5879775,0.3918658
2.205477238,-0.621441,0.3333639,0.5879944,0.3918799
2.210553169,-0.6214469,0.3332905,0.5880115,0.3919071
2.215629101,-0.6214418,0.3332212,0.588025,0.3919541
2.220705032,-0.6214239,0.3331549,0.5880461,0.3920073
2.225780487,-0.62138,0.3331091,0.5880721,0.3920769
2.230856419,-0.6213251,0.3330756,0.5880986,0.3921522
2.235932350,-0.6212544,0.3330501,0.5881322,0.3922355
2.241010189,-0.6211706,0.3330319,0.5881729,0.3923226
2.246084213,-0.6210806,0.3330176,0.5882197,0.3924074
2.251160145,-0.6209794,0.3330085,0.5882701,0.3924995
2.256236076,-0.6208784,0.3330054,0.5883238,0.3925814
2.261312485,-0.6207678,0.3330039,0.5883838,0.3926677
2.266388416,-0.6206596,0.3330006,0.5884453,0.3927494
2.271463394,-0.6205454,0.333006,0.5885115,0.3928259
2.276539326,-0.6204323,0.3330167,0.5885844,0.3928865
