Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.801055908,0.6667047,0.0544489,0.73573,0.5653995,0.5971868,-0.5593914,-0.4739059,0.7934927,0.3695207
0.806131840,0.666675,0.05456224,0.7357487,0.5654271,0.5970923,-0.5594651,-0.4739149,0.7935565,0.3693734
0.811207294,0.6666545,0.05463868,0.7357621,0.5654602,0.5970056,-0.5595249,-0.4739051,0.793617,0.3692575
0.816283226,0.6666408,0.05472088,0.735768,0.5654857,0.596917,-0.5595938,-0.4738933,0.793678,0.3691418
0.821359158,0.6666303,0.05478749,0.735773,0.5655147,0.596832,-0.5596561,-0.4738743,0.7937381,0.3690388
0.826435089,0.6666251,0.05484021,0.7357734,0.5655407,0.5967542,-0.5597129,-0.47385,0.793793,0.3689522
0.831512451,0.6666304,0.0548788,0.7357664,0.5655595,0.5966879,-0.5597657,-0.473821,0.793841,0.3688877
0.836586475,0.6666452,0.05492193,0.735749,0.5655578,0.5966374,-0.5598206,-0.4738009,0.7938755,0.3688385
0.841662407,0.666661,0.05495554,0.7357321,0.5655612,0.596586,-0.5598722,-0.4737746,0.793912,0.3687942
0.846738338,0.6666826,0.05497238,0.7357116,0.5655553,0.5965565,-0.5599104,-0.4737518,0.7939336,0.368778
0.851813793,0.6667159,0.0549939,0.7356791,0.5655276,0.5965431,-0.5599521,-0.473737,0.7939417,0.3687784
0.856889725,0.6667509,0.05500406,0.7356469,0.5654889,0.5965564,-0.5599775,-0.4737343,0.7939313,0.3688048
0.861967087,0.666797,0.05501223,0.7356039,0.5654411,0.5965707,-0.56001,-0.4737255,0.7939197,0.3688402
0.867041588,0.6668534,0.05502009,0.7355521,0.5653668,0.5966175,-0.560035,-0.4737345,0.7938839,0.3689052
0.872116566,0.6669092,0.05501124,0.7355019,0.5652877,0.5966855,-0.5600418,-0.47375,0.793833,0.368994
0.877192974,0.6669704,0.05499938,0.7354474,0.5651962,0.5967708,-0.5600435,-0.4737732,0.7937698,0.3690998
0.882268906,0.6670234,0.0549815,0.7354004,0.5651106,0.5968602,-0.560034,-0.4738004,0.7937034,0.3692067
0.887346745,0.6670794,0.05497089,0.7353498,0.5650153,0.5969554,-0.5600275,-0.473834,0.7936317,0.3693159
0.892419815,0.6671458,0.05494639,0.7352915,0.5649148,0.5970588,-0.5600187,-0.4738607,0.7935557,0.3694448
0.897495747,0.66721,0.05490598,0.7352359,0.5648172,0.5971709,-0.5599968,-0.4738861,0.7934735,0.3695872
0.902571678,0.6672779,0.05485994,0.7351768,0.5647198,0.5972812,-0.559976,-0.4739051,0.7933927,0.3697339
0.905109882,0.6673129,0.05482295,0.7351476,0.5646801,0.5973312,-0.5599625,-0.4739028,0.7933574,0.3698118
0.910185814,0.6673713,0.05473897,0.7351007,0.5646098,0.5974388,-0.5599181,-0.4739043,0.7932819,0.3699708
0.915261269,0.667433,0.05463895,0.7350519,0.5645541,0.5975295,-0.559877,-0.4738833,0.7932201,0.3701288
0.920337200,0.6674817,0.05453336,0.7350156,0.5645121,0.5976188,-0.5598238,-0.4738649,0.79316,0.3702803
0.925413132,0.6675288,0.05441514,0.7349809,0.5644828,0.5976968,-0.559769,-0.4738324,0.7931085,0.3704299
0.930489063,0.6675687,0.05430061,0.7349536,0.5644565,0.5977787,-0.5597085,-0.4738082,0.7930549,0.3705751
0.935564518,0.6676055,0.05419606,0.7349272,0.5644297,0.5978549,-0.5596527,-0.4737871,0.7930037,0.3707095
0.940640450,0.6676315,0.05409017,0.7349111,0.5644169,0.5979239,-0.5595917,-0.4737656,0.7929587,0.3708324
0.945716381,0.6676437,0.05398554,0.734908,0.5644078,0.5980037,-0.5595153,-0.4737595,0.7929055,0.3709531
0.950792313,0.6676481,0.05388102,0.734912,0.5644048,0.5980835,-0.5594331,-0.4737574,0.7928524,0.3710687
0.955867767,0.6676489,0.05379948,0.7349166,0.5643933,0.5981624,-0.559359,-0.4737689,0.7927975,0.3711694
0.960943699,0.6676446,0.0537478,0.7349249,0.5643831,0.5982254,-0.5593023,-0.473788,0.7927538,0.3712388
0.966020107,0.6676366,0.0537211,0.7349342,0.5643823,0.5982572,-0.5592688,-0.4738003,0.7927313,0.3712705
0.971095562,0.6676133,0.05371335,0.7349555,0.5643997,0.5982628,-0.5592448,-0.4738119,0.7927274,0.3712638
0.976170540,0.66759,0.05372515,0.7349761,0.5644124,0.5982625,-0.5592324,-0.47383,0.7927268,0.3712422
0.981246471,0.667545,0.05376872,0.7350139,0.564438,0.5982438,-0.5592267,-0.4738632,0.792738,0.3711764
0.986322880,0.6674967,0.05382699,0.7350538,0.5644713,0.5982052,-0.5592345,-0.4738919,0.7927634,0.3710864
