Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
1.294888973,2.218288,-1.179808,0.7122907,0.04387944,0.967624,-0.2225922,-9.228943,-35.98012,-7.253583,1008.095
1.299913883,2.403569,-1.059407,0.5290945,0.04297187,0.9622326,-0.2197869,-9.228943,-35.98012,-7.253583,1008.095
1.302425861,2.527089,-0.9390063,0.7122907,0.04055552,0.9617257,-0.2193131,-9.228943,-35.98012,-7.253583,1008.095
1.307450295,2.465329,-1.059407,0.8954869,0.04098167,0.9670576,-0.2139774,-9.228943,-35.98012,-7.253583,1008.095
1.312475205,2.403569,-1.420609,0.8954869,0.03712166,0.965592,-0.2173461,-9.228943,-35.98012,-7.253583,1008.095
1.317499638,2.033009,-1.721611,0.5290945,0.03617067,0.964096,-0.2135334,-9.228943,-35.98012,-7.253583,1008.095
1.322524071,1.909488,-1.781811,0.9565524,0.04240029,0.9700267,-0.2187295,-9.228943,-35.98012,-7.253583,1008.093
1.327548981,1.847728,-2.022613,0.8344215,0.03995589,0.9719716,-0.2201399,-9.595762,-36.35411,-7.711388,1008.093
1.332572937,1.600688,-2.143013,0.7122907,0.0409404,0.9705279,-0.2220745,-9.595762,-36.35411,-7.711388,1008.093
1.337597370,1.724208,-2.203214,0.4680291,0.04191042,0.9705113,-0.218723,-9.595762,-36.35411,-7.711388,1008.093
1.342622280,1.785968,-2.203214,0.7733561,0.0487303,0.9671418,-0.21877,-9.595762,-36.35411,-7.711388,1008.093
1.347648144,1.662448,-1.962412,0.6512253,0.04630831,0.9671258,-0.2187687,-9.595762,-36.35411,-7.711388,1008.093
1.352671623,1.971248,-2.082813,0.6512253,0.04830573,0.9617801,-0.2197958,-9.595762,-36.35411,-7.711388,1008.093
1.357696056,1.971248,-1.962412,0.4680291,0.05115741,0.9666767,-0.2197351,-9.595762,-36.35411,-7.711388,1008.093
1.362718105,2.094769,-1.60121,0.4680291,0.05216043,0.9637302,-0.2159421,-9.595762,-36.35411,-7.711388,1008.093
1.367740631,2.033009,-1.300208,0.59016,0.05311991,0.9642971,-0.2264712,-9.595762,-36.35411,-7.711388,1008.093
1.475768089,3.94757,0.3252012,0.04057138,0.0472628,0.9685558,-0.2130042,-9.228756,-35.98018,-7.318543,1008.096
1.478280068,4.13285,0.3854016,0.2237676,0.05700618,0.9637293,-0.2111559,-9.228756,-35.98018,-7.318543,1008.096
1.480792523,4.19461,0.626203,0.1016368,0.05359811,0.9651866,-0.2135298,-9.228756,-35.98018,-7.318543,1008.096
1.485821724,4.25637,0.8068041,-0.3868864,0.05164712,0.9661955,-0.2202204,-9.228756,-35.98018,-7.318543,1008.098
1.490841389,4.31813,1.348607,-0.631148,0.05065004,0.9690297,-0.2077323,-9.228756,-35.98018,-7.318543,1008.098
1.498378277,4.31813,1.70981,-0.8754095,0.05651631,0.9642138,-0.2111495,-9.228756,-35.98018,-7.318543,1008.098
1.500890255,4.25637,1.83021,-1.058606,0.05502551,0.9676052,-0.2091897,-9.228756,-35.98018,-7.318543,1008.098
1.505915165,4.13285,2.010811,-1.241802,0.0526321,0.9651274,-0.2058676,-9.228756,-35.98018,-7.318543,1008.098
1.510939598,4.19461,2.793416,-1.424998,0.05740904,0.9710387,-0.2096263,-9.228756,-35.98018,-7.318543,1008.098
1.515963555,4.07109,3.094418,-1.608194,0.05791992,0.9686196,-0.2120519,-9.228756,-35.98018,-7.318543,1008.098
1.520988464,4.07109,3.51582,-1.424998,0.05060028,0.9734292,-0.2091129,-9.228943,-35.98012,-7.253583,1008.098
1.526012898,3.76229,4.057623,-1.547129,0.05162838,0.968087,-0.2115761,-9.228943,-35.98012,-7.253583,1008.098
1.531041622,3.88581,3.997423,-1.486063,0.04234646,0.9748875,-0.216273,-9.228943,-35.98012,-7.253583,1008.098
1.536062241,3.577009,4.479026,-1.608194,0.04334296,0.9724487,-0.2153468,-9.228943,-35.98012,-7.253583,1008.098
1.541086674,3.515249,4.418826,-1.363933,0.04432695,0.971015,-0.218718,-9.228943,-35.98012,-7.253583,1008.098
1.649113655,1.353648,1.890411,-0.325821,0.03511877,0.9714254,-0.2163128,-9.228943,-35.98012,-7.253583,1008.098
1.654134274,1.785968,1.77001,-0.5700825,0.03904355,0.9670547,-0.215413,-9.228943,-35.98012,-7.253583,1008.098
1.656646252,1.785968,1.589409,-0.631148,0.04006526,0.9626022,-0.2054134,-9.228943,-35.98012,-7.253583,1008.098
1.661670685,1.847728,1.288407,-0.631148,0.04341828,0.9660289,-0.2039351,-9.228943,-35.98012,-7.253583,1008.098
1.666695118,1.662448,1.348607,-0.631148,0.04249819,0.9616427,-0.2054271,-9.228943,-35.98012,-7.253583,1008.098
1.671720028,1.724208,0.8670045,-0.631148,0.04202543,0.9606509,-0.2035239,-8.854443,-36.34659,-7.252559,1008.098
1.676744461,1.662448,0.7466037,-0.6922134,0.04821321,0.9704472,-0.2034027,-8.854443,-36.34659,-7.252559,1008.098
1.681769371,1.538928,0.3252012,-0.631148,0.04680058,0.9669805,-0.1972203,-8.854443,-36.34659,-7.252559,1008.098
1.686793327,1.785968,0.08439979,-0.631148,0.04579401,0.9703784,-0.1957397,-8.854443,-36.34659,-7.252559,1008.096
1.691817761,1.785968,-0.3370027,-0.5700825,0.0438215,0.9733316,-0.2014477,-8.854443,-36.34659,-7.252559,1008.096
1.696842194,2.033009,-0.6380045,-0.5700825,0.046838,0.9635829,-0.1996581,-8.854443,-36.34659,-7.252559,1008.096
1.701867104,1.847728,-0.5176038,-0.2036902,0.04966711,0.9704436,-0.201488,-8.854443,-36.34659,-7.252559,1008.096
1.706891537,2.094769,-0.7584053,-0.1426248,0.04438388,0.9664801,-0.1977042,-8.854443,-36.34659,-7.252559,1008.096
1.711916447,2.156528,-0.5176038,-0.2036902,0.05013457,0.9719199,-0.2029061,-8.854443,-36.34659,-7.252559,1008.096
1.716940403,2.280049,-0.6380045,0.04057138,0.04724209,0.9708691,-0.1947765,-8.852369,-36.71625,-6.863831,1008.096
1.721964836,2.465329,-0.6380045,0.4680291,0.05550725,0.9680433,-0.201522,-8.852369,-36.71625,-6.863831,1008.096
1.832504272,-4.513556,-0.6380045,1.689337,0.03757722,0.9672926,-0.2513267,-9.59499,-36.72335,-6.867941,1008.098
1.835016727,-4.884117,-0.7584053,1.872533,0.03468316,0.9662716,-0.2475069,-9.59499,-36.72335,-6.867941,1008.098
1.837528706,-4.945877,-0.7584053,1.750403,0.02983865,0.9662495,-0.248941,-9.59499,-36.72335,-6.867941,1008.098
1.842553616,-5.501717,-0.8186056,1.567206,0.03620148,0.9604382,-0.2490188,-9.59499,-36.72335,-6.867941,1008.098
1.847578049,-5.810517,-1.059407,1.506141,0.03519689,0.9634144,-0.2571216,-9.59499,-36.72335,-6.867941,1008.098
1.852598667,-6.242838,-1.240008,1.261879,0.04244734,0.9649091,-0.2547123,-9.59499,-36.72335,-6.867941,1008.098
1.857622623,-6.613398,-1.360409,1.139749,0.037114,0.9653518,-0.2532668,-9.59499,-36.72335,-6.867941,1008.098
1.862647533,-6.736918,-1.420609,1.200814,0.03858151,0.9639377,-0.2590325,-9.59499,-36.72335,-6.867941,1008.098
1.867671967,-7.292758,-1.360409,1.567206,0.04482627,0.9688138,-0.2527483,-9.226868,-36.34977,-6.864855,1008.098
1.872697353,-7.416278,-1.179808,1.38401,0.03954235,0.9648635,-0.25088,-9.226868,-36.34977,-6.864855,1008.098
1.877721310,-7.786839,-1.179808,1.200814,0.04149583,0.963423,-0.2523362,-9.226868,-36.34977,-6.864855,1008.098
1.882745743,-7.972119,-0.9390063,1.445076,0.0457896,0.969308,-0.2527426,-9.226868,-36.34977,-6.864855,1008.098
1.887769699,-8.58972,-0.8186056,1.38401,0.04341014,0.9654132,-0.2561432,-9.226868,-36.34977,-6.864855,1008.098
1.892795563,-8.775,-0.7584053,1.261879,0.04285178,0.9721888,-0.248873,-9.226868,-36.34977,-6.864855,1008.098
1.897819042,-9.0838,-0.7584053,1.017618,0.04875844,0.963919,-0.2465873,-9.226868,-36.34977,-6.864855,1008.098
1.902843475,-9.454361,-0.6380045,1.017618,0.04633732,0.9638866,-0.2441918,-9.226868,-36.34977,-6.864855,1008.098
2.015894890,-1.549074,0.5058023,0.59016,0.0541716,0.9573562,-0.2093198,-9.594461,-36.35454,-8.166106,1008.096
2.018407822,-1.302034,0.626203,0.7733561,0.05034105,0.9534122,-0.2069733,-9.594461,-36.35454,-8.166106,1008.096
2.023432255,-0.8079537,0.8068041,0.59016,0.05275688,0.9539292,-0.2088838,-9.594461,-36.35454,-8.166106,1008.096
2.025944233,-0.4991535,0.6864034,0.7122907,0.04884286,0.9573276,-0.2102748,-9.594461,-36.35454,-8.166106,1008.096
2.030968666,0.118447,0.5660027,0.7122907,0.047885,0.9563458,-0.2102868,-9.594461,-36.35454,-8.166106,1008.096
2.035993576,0.7978075,0.626203,0.7122907,0.04977796,0.960277,-0.2126323,-9.594461,-36.35454,-8.166106,1008.096
2.041018009,1.415408,0.8068041,0.7733561,0.04639333,0.9597536,-0.2107214,-9.594461,-36.35454,-8.166106,1008.096
2.046041965,1.724208,0.5058023,0.7122907,0.04732065,0.963619,-0.204447,-9.594461,-36.35454,-8.166106,1008.096
2.051062584,1.909488,0.3252012,0.5290945,0.04392228,0.964124,-0.2101853,-9.594461,-36.35454,-8.166106,1008.096
2.056087494,2.094769,0.3854016,0.4680291,0.04635132,0.9636226,-0.205883,-9.594461,-36.35454,-8.166106,1008.095
2.061111927,2.527089,0.2048005,0.6512253,0.04586657,0.9636259,-0.2068405,-9.970263,-35.98764,-7.712412,1008.095
2.066136837,2.218288,0.3252012,0.5290945,0.05016122,0.9694944,-0.2048527,-9.970263,-35.98764,-7.712412,1008.095
2.071161270,2.527089,0.2650009,0.59016,0.05164532,0.9666139,-0.2101582,-9.970263,-35.98764,-7.712412,1008.095
2.076185226,2.341809,0.3252012,0.4680291,0.04676531,0.9699532,-0.203887,-9.970263,-35.98764,-7.712412,1008.095
2.081210613,2.774129,0.2048005,0.3458984,0.04585406,0.9646311,-0.2111378,-9.970263,-35.98764,-7.712412,1008.095
2.086234570,2.897649,0.1446002,0.4680291,0.05406446,0.9670681,-0.2029703,-9.970263,-35.98764,-7.712412,1008.095
2.091259003,3.082929,0.2650009,0.1627022,0.04572998,0.9758161,-0.2062062,-9.970263,-35.98764,-7.712412,1008.095
2.096283913,3.144689,0.2048005,0.3458984,0.0462525,0.9724085,-0.2067288,-9.970263,-35.98764,-7.712412,1008.099
2.101308346,2.959409,0.2650009,0.2237676,0.04965157,0.9718903,-0.199075,-9.970263,-35.98764,-7.712412,1008.099
2.106332302,2.835889,0.445602,0.3458984,0.04726734,0.96847,-0.2005539,-9.970263,-35.98764,-7.712412,1008.099
