Time (s),Roll (deg),Pitch (deg),Yaw (deg)
4.622396469,75.86246,2.244159,-106.7567
4.642694950,75.86417,2.244287,-106.761
4.660459995,75.86308,2.24364,-106.7636
4.680762768,75.86266,2.242428,-106.768
4.701066017,75.86265,2.2413,-106.7699
4.721368790,75.86318,2.237992,-106.7702
4.741671562,75.8664,2.236789,-106.7701
4.761974811,75.86811,2.241196,-106.7718
4.782277107,75.86324,2.245019,-106.7731
4.802580357,75.85935,2.243436,-106.7767
4.820345402,75.85924,2.242763,-106.778
4.840644360,75.86328,2.245687,-106.7785
4.860947132,75.86552,2.246603,-106.7777
4.881249905,75.86536,2.248988,-106.7766
4.901553154,75.86674,2.249829,-106.7811
4.921856403,75.86784,2.247726,-106.7847
4.942158699,75.87125,2.248127,-106.7825
4.962461948,75.87369,2.246141,-106.7758
4.980226517,75.87594,2.246001,-106.7667
5.000529766,75.87536,2.24243,-106.7581
5.020833015,75.87078,2.240673,-106.7502
5.041131496,75.87428,2.236534,-106.7408
5.061434746,75.88067,2.230834,-106.7269
5.081737041,75.88348,2.228395,-106.7111
5.102040291,75.88428,2.23048,-106.6911
5.122343540,75.88069,2.22711,-106.6714
5.142645836,75.87692,2.225046,-106.6512
5.160411358,75.87724,2.22557,-106.6319
5.180714607,75.88321,2.222626,-106.6104
5.201016903,75.88694,2.221792,-106.5907
5.221320152,75.88542,2.221668,-106.5705
5.241618633,75.8798,2.220586,-106.5525
5.261921882,75.87778,2.214391,-106.5329
5.282224178,75.87966,2.212065,-106.516
5.302527428,75.87818,2.205579,-106.4966
5.320292950,75.88116,2.20354,-106.4796
5.340595245,75.87859,2.202734,-106.4596
5.360898495,75.87584,2.206399,-106.4367
5.381200790,75.87549,2.206008,-106.4157
5.401504040,75.87728,2.203891,-106.3925
5.421807289,75.87874,2.200975,-106.3689
5.442105770,75.88068,2.20294,-106.3412
5.462409019,75.88008,2.202093,-106.3129
5.480174065,75.88135,2.202853,-106.287
5.500476837,75.88246,2.205531,-106.2564
5.520780086,75.87983,2.203781,-106.2215
5.541082382,75.88197,2.200037,-106.1856
5.561385631,75.87994,2.20298,-106.1495
5.581688881,75.87787,2.20824,-106.1154
5.601991177,75.87267,2.208373,-106.0793
5.622294426,75.86671,2.210353,-106.0461
5.642592907,75.8604,2.21109,-106.0176
5.660358429,75.85397,2.215523,-105.9968
5.680661678,75.85336,2.220131,-105.9721
5.700963974,75.852,2.219632,-105.9485
5.721267223,75.85255,2.218673,-105.9271
5.741569519,75.84998,2.225032,-105.9071
5.761872768,75.84761,2.22731,-105.8954
5.782176018,75.85074,2.229207,-105.887
5.802478790,75.85345,2.226608,-105.8821
5.820243835,75.84824,2.230581,-105.8804
5.840542316,75.84094,2.236486,-105.8784
5.860845566,75.83526,2.240648,-105.8791
