Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
2.737780094,2.683459,0.9982527,38.05773
2.742804527,2.538944,1.000163,38.05773
2.747829437,2.701555,0.9940874,38.05773
2.752857208,3.020482,0.9998427,38.05773
2.757878781,3.35621,0.9965931,38.05773
2.762903213,3.401232,1.00061,38.14164
2.767927647,3.573174,0.9981155,38.14164
2.772952557,3.5001,0.9992166,38.14164
2.777976990,3.34632,1.000671,38.14164
2.783001900,3.117662,0.9978732,38.14164
2.788030624,2.985387,1.004551,38.14164
2.793051243,3.138638,0.9953331,38.14164
2.795563221,3.007761,0.9971935,38.14164
2.800587654,2.886957,1.000315,38.14164
2.805612087,2.97164,1.00062,38.14164
2.810636997,2.946831,1.00215,38.41426
2.815661430,3.453871,1.00106,38.41426
2.820686340,3.616197,0.999566,38.41426
2.825710773,4.015642,0.9968674,38.41426
2.830735683,4.016393,1.000142,38.41426
2.835760117,4.180628,0.9991863,38.41426
2.840784550,4.141818,0.9988887,38.41426
2.845809460,3.751597,0.9969796,38.41426
2.850833893,3.853145,0.998417,38.41426
2.855858803,3.789038,0.995332,38.41426
2.860888004,3.810642,0.9964067,38.6421
2.865903854,3.688894,0.992736,38.6421
2.870928287,4.01252,0.9942254,38.6421
2.875957012,3.883051,0.992475,38.6421
2.880977631,3.743144,0.9907326,38.6421
2.886002541,3.707826,0.9889383,38.6421
2.891028881,3.300395,0.9892902,38.6421
2.896051884,3.14252,0.9907703,38.6421
2.901076317,2.684754,0.9873327,38.6421
2.906100750,2.363426,0.9859078,37.70144
2.911125660,2.010992,0.9900398,37.70144
2.916150093,1.94232,0.9850851,37.70144
2.921175003,1.566595,0.9841019,37.70144
2.926199436,1.533581,0.9867716,37.70144
2.931224346,1.346283,0.9849575,37.70144
2.936248779,1.104305,0.9825355,37.70144
2.941272736,1.092578,0.9848627,37.70144
2.946297169,1.079209,0.9859618,37.70144
2.951327324,0.7922001,0.9815373,37.70144
2.956346512,1.082543,0.9845682,38.49742
2.961371422,1.136469,0.9804949,38.49742
2.966396332,1.515907,0.9835635,38.49742
2.971420288,1.542568,0.9830347,38.49742
2.976450443,1.791166,0.9792687,38.49742
2.981469631,1.903753,0.9849764,38.49742
2.986495018,1.821329,0.9853497,38.49742
2.991518974,2.384053,0.9816644,38.49742
2.996543884,2.518103,0.9839733,38.49742
3.001568317,3.065137,0.9812098,38.49742
3.006592751,3.533586,0.9838125,38.49742
3.011617661,3.892907,0.9904821,38.49742
3.016642094,3.968453,0.9900378,38.49742
3.021667004,4.063814,0.9957239,38.49742
3.026691437,3.686017,0.9878898,38.49742
3.031715870,3.772007,0.9962085,38.49742
3.036740780,3.942829,0.9932659,38.49742
3.041765213,4.081098,0.9900431,38.49742
3.046790123,4.382034,0.9883132,38.49742
3.051814556,4.569539,0.989937,38.49742
3.056839466,4.78748,0.9919641,38.13573
3.061863899,5.185071,0.9915559,38.13573
3.066884518,5.056286,0.9956357,38.13573
3.071908951,4.814964,0.9914937,38.13573
3.076933861,4.498394,0.995361,38.13573
3.081958294,4.384892,0.9941722,38.13573
3.086983204,4.422899,0.9924151,38.13573
3.092007637,4.138989,1.000257,38.13573
3.097032547,4.045905,0.9923567,38.13573
3.102060795,3.976701,0.9968808,38.13573
3.107081413,3.780372,0.998331,37.84845
3.112106323,3.856684,0.9937106,37.84845
3.117130756,3.84472,0.9922839,37.84845
3.122155666,3.561489,0.9953199,37.84845
3.127180100,3.636838,0.9937522,37.84845
3.132204533,3.23634,0.9986436,37.84845
3.137229443,3.023433,0.9933667,37.84845
3.142253876,2.834134,0.9949303,37.84845
3.147278786,2.512877,0.9955425,37.84845
3.152303219,2.65014,0.9910693,38.41426
3.157328129,2.706532,0.9994759,38.41426
3.162352562,2.389365,0.9934645,38.41426
3.167376995,2.447992,0.993505,38.41426
3.172401905,2.525749,0.9896268,38.41426
3.177426338,2.163637,0.9984374,38.41426
3.182451248,2.207101,0.9931216,38.41426
3.187475681,2.054974,0.992478,38.41426
3.192500114,2.152236,0.9989815,38.41426
3.197525024,2.062907,0.9940229,38.41426
